time,Display&DV360_impression,Google_Search_impression,Meta_Ads_impression,Newspaper_impression,OOH_impression,Radio_impression,TikTok_Ads_impression,TV_&_Offline_impression,YouTube_Ads_impression,Display&DV360_spend,Google_Search_spend,Meta_Ads_spend,Newspaper_spend,OOH_spend,Radio_spend,TikTok_Ads_spend,TV_&_Offline_spend,YouTube_Ads_spend,GQV,conversions
2022-02-01,6948.3,11233.1,8551.2,1613.9,20598.4,6962.4,9406.3,8354.9,7990.5,49.5,82.4,82.4,12,160.5,54.3,49.5,82.4,82.4,-8235.9,105103.1
2022-02-02,18247.9,45515.8,39149.1,6535.3,112776.5,31880.5,43064,38256.6,20985.1,130,333.8,377.4,48563.1,878.8,248.4,130,333.8,377.4,14341.7,725032.1
2022-02-03,28443,70945.4,61021.6,10186.5,175784.6,49692.1,67123.8,59630.5,32709.4,202.6,520.2,588.3,75695.2,1369.9,387.2,202.6,520.2,588.3,22354.5,1130106.9
2022-02-04,21407.1,53395.7,45926.8,7666.7,132301,37399.9,50519.5,44879.8,24618.1,152.5,391.5,442.8,56970.6,1031,291.4,152.5,391.5,442.8,16824.7,850554.1
2022-02-05,14686.3,36632.2,31508.1,5259.7,90765.2,25658.2,34658.9,30789.8,16889.3,104.6,268.6,303.8,39084.8,707.3,199.9,104.6,268.6,303.8,11542.6,583523.4
2022-02-06,15701.1,39163.2,33685.1,5623.2,97036.4,27431,37053.6,32917.2,18056.2,111.8,287.2,324.8,41785.2,756.2,213.7,111.8,287.2,324.8,12340.1,623840.5
2022-02-07,3169,7904.5,6798.9,1135,19585.4,5536.6,7478.8,6643.9,3644.4,22.6,58,65.5,8433.8,152.6,43.1,22.6,58,65.5,2490.7,125913.5
2022-02-08,2592.8,6467.4,5562.7,928.6,16024.5,4529.9,6119,5435.9,2981.8,18.5,47.4,53.6,6900.4,124.9,35.3,18.5,47.4,53.6,2037.8,103020.1
2022-02-09,16482.9,62737.6,19201.7,5176,122121.4,65177.3,21121.9,78212.7,18955.4,117395.4,460,185.1,38462.6,951.7,507.9,117395.4,460,185.1,-85110.6,765996
2022-02-10,2885.7,10983.7,3361.7,906.2,21380.3,11410.9,3697.9,13693.1,3318.6,20552.9,80.5,32.4,6733.8,166.6,88.9,20552.9,80.5,32.4,-14900.7,134106.3
2022-02-11,13082.5,49794.7,15240.4,4108.2,96927.6,51731.1,16764.4,62077.4,15044.9,93176.6,365.1,146.9,30527.7,755.3,403.1,93176.6,365.1,146.9,-67552.2,607970
2022-02-12,18907.7,71966.6,22026.4,5937.4,140086.2,74765.2,24229.1,89718.3,21743.8,134665,527.7,212.4,44120.6,1091.7,582.6,134665,527.7,212.4,-97630.9,878678.4
2022-02-13,15663.6,59618.9,18247.2,4918.7,116050.8,61937.4,20072,74324.8,18013.1,111559.8,437.2,175.9,36550.6,904.4,482.6,111559.8,437.2,175.9,-80879.8,727918.8
2022-02-14,11314.2,43064.1,13180.4,3552.9,83826.1,44738.8,14498.4,53686.5,13011.3,80582.1,315.8,127.1,26401.3,653.2,348.6,80582.1,315.8,127.1,-58421.3,525792.2
2022-02-15,9257,35234.3,10784,2906.9,68585,36604.4,11862.3,43925.3,10645.6,65930.8,258.4,104,21601.1,534.5,285.2,65930.8,258.4,104,-47799.3,430193.6
2022-02-16,17461.2,87000.7,36538.2,15281.2,163803.3,113487.4,40192,136184.8,20080.4,124362.8,638,352.3,113553.1,1276.5,884.3,124362.8,638,352.3,-79542.1,755987.4
2022-02-17,16554.7,82484.3,34641.4,14487.9,155299.8,107595.9,38105.5,129115.1,19037.9,117906.7,604.8,334,107658.3,1210.2,838.4,117906.7,604.8,334,-75412.8,716741.9
2022-02-18,17173.6,85567.7,35936.3,15029.5,161105.3,111618.1,39530,133941.7,19749.6,122314.4,627.4,346.5,111682.8,1255.5,869.7,122314.4,627.4,346.5,-78231.9,743535.4
2022-02-19,4120.4,20530,8622.1,3606,38653.5,26780.2,9484.3,32136.3,4738.5,29346.5,150.5,83.1,26795.7,301.2,208.7,29346.5,150.5,83.1,-18770,178394.3
2022-02-20,16901.3,84211,35366.5,14791.2,158550.9,109848.3,38903.2,131818,19436.5,120375,617.5,341,109912,1235.6,855.9,120375,617.5,341,-76991.5,731746.2
2022-02-21,3953.3,19697.3,8272.4,3459.7,37085.7,25694,9099.6,30832.8,4546.3,28156.2,144.4,79.8,25708.9,289,200.2,28156.2,144.4,79.8,-18008.6,171158.4
2022-02-22,3234.5,16116,6768.3,2830.7,30342.8,21022.3,7445.1,25226.8,3719.7,23036.9,118.2,65.3,21034.5,236.5,163.8,23036.9,118.2,65.3,-14734.3,140038.7
2022-02-23,23137.4,54076.7,34152.4,6672.3,103455.8,47103.9,37567.6,56524.7,26608.1,164.8,396.5,329.3,49581.4,806.2,367,164.8,396.5,329.3,124248.5,773124.7
2022-02-24,18401.6,43008,27161.9,5306.6,82280,37462.4,29878.1,44954.9,21161.8,131.1,315.4,261.9,39432.8,641.2,291.9,131.1,315.4,261.9,98816.7,614877.7
2022-02-25,10926.1,25536.5,16127.7,3150.8,48854.6,22243.7,17740.4,26692.5,12565,77.8,187.3,155.5,23413.7,380.7,173.3,77.8,187.3,155.5,58673.5,365090.2
2022-02-26,15079.8,35244.3,22258.7,4348.7,67427,30699.8,24484.6,36839.8,17341.7,107.4,258.4,214.6,32314.6,525.4,239.2,107.4,258.4,214.6,80978.7,503882.1
2022-02-27,31286.2,73122,46180.5,9022.2,139891.9,63693.4,50798.6,76432.1,35979.2,222.8,536.2,445.2,67043.5,1090.2,496.3,222.8,536.2,445.2,168007.7,1045411.9
2022-02-28,15601,36462.5,23028.1,4499,69757.6,31760.9,25330.9,38113.1,17941.1,111.1,267.4,222,33431.5,543.6,247.5,111.1,267.4,222,83777.6,521298.1
2022-03-01,12764.4,29833,18841.1,3681,57074.4,25986.2,20725.3,31183.5,14679.1,90.9,218.8,181.7,27353,444.8,202.5,90.9,218.8,181.7,68545.3,426516.6
2022-03-02,6298.1,10352.9,2584.3,3260.1,35152.6,19556.5,2842.7,23467.9,7242.8,44.9,75.9,24915.4,24225.3,273.9,152.4,44.9,75.9,24915.4,-22690,283362.9
2022-03-03,13378.2,21991.3,5489.4,6924.9,74670.3,41541.5,6038.4,49849.8,15385,95.3,161.3,52924.7,51458.7,581.9,323.7,95.3,161.3,52924.7,-48197.5,601911.9
2022-03-04,18925.8,31110.6,7765.7,9796.5,105634.2,58767.7,8542.3,70521.2,21764.7,134.8,228.1,74871.3,72797.4,823.2,457.9,134.8,228.1,74871.3,-68183.8,851509.5
2022-03-05,15506.2,25489.3,6362.6,8026.4,86547.3,48149.1,6998.8,57778.9,17832.1,110.4,186.9,61342.9,59643.7,674.4,375.2,110.4,186.9,61342.9,-55863.8,697651.7
2022-03-06,27767.5,45644.7,11393.7,14373.3,154983.9,86222.5,12533.1,103467,31932.7,197.8,334.7,109849.3,106806.5,1207.8,671.8,197.8,334.7,109849.3,-100037.6,1249313.9
2022-03-07,10933.4,17972.6,4486.3,5659.5,61024.7,33950,4934.9,40740,12573.4,77.9,131.8,43253,42054.9,475.6,264.5,77.9,131.8,43253,-39389.7,491915.9
2022-03-08,8945.5,14704.8,3670.6,4630.5,49929.3,27777.3,4037.6,33332.7,10287.4,63.7,107.8,35388.8,34408.6,389.1,216.4,63.7,107.8,35388.8,-32227.9,402476.6
2022-03-09,22128.6,49758.3,37557.4,8788.5,139487,76612.4,41313.1,91934.9,25447.9,157605,364.9,362.1,65306.6,1087,597,157605,364.9,362.1,-11883.2,959347.1
2022-03-10,15355.1,34527.5,26061.2,6098.4,96790.7,53161.7,28667.3,63794.1,17658.4,109362.9,253.2,251.3,45316.5,754.3,414.2,109362.9,253.2,251.3,-8245.8,665695.4
2022-03-11,1427.4,3209.7,2422.7,566.9,8997.8,4942,2665,5930.4,1641.6,10166.6,23.5,23.4,4212.7,70.1,38.5,10166.6,23.5,23.4,-766.5,61884.2
2022-03-12,31508.7,70850.5,53477.7,12513.9,198614.6,109087.9,58825.4,130905.5,36235.1,224412.7,519.5,515.6,92989.6,1547.8,850,224412.7,519.5,515.6,-16920.4,1366007.9
2022-03-13,16432.6,36950.4,27890,6526.3,103582.6,56892.2,30679,68270.6,18897.5,117037,270.9,268.9,48496.5,807.2,443.3,117037,270.9,268.9,-8824.4,712408.3
2022-03-14,2985.2,6712.5,5066.5,1185.6,18817,10335.1,5573.2,12402.2,3433,21261.2,49.2,48.8,8810,146.6,80.5,21261.2,49.2,48.8,-1603.1,129417.5
2022-03-15,2442.4,5492,4145.4,970,15395.7,8456,4559.9,10147.2,2808.8,17395.5,40.3,40,7208.2,120,65.9,17395.5,40.3,40,-1311.6,105887
2022-03-16,36372.4,32274.2,31745.2,7197.7,73920.8,65120.5,34919.7,78144.6,41828.2,259.1,236.7,306.1,53485.9,576.1,507.4,259.1,236.7,306.1,36331.2,392546.5
2022-03-17,71100.5,63089.4,62055.3,14070.1,144500,127297.2,68260.8,152756.6,81765.6,506.4,462.6,598.3,104554,1126.1,991.9,506.4,462.6,598.3,71020.1,767348
2022-03-18,69050,61269.9,60265.6,13664.3,140332.6,123625.9,66292.2,148351.1,79407.5,491.8,449.3,581,101538.7,1093.6,963.3,491.8,449.3,581,68971.9,745217.8
2022-03-19,62128.5,55128.3,54224.7,12294.6,126265.9,111233.8,59647.2,133480.6,71447.8,442.5,404.2,522.8,91360.6,984,866.7,442.5,404.2,522.8,62058.2,670518.1
2022-03-20,45185.6,40094.5,39437.3,8941.8,91832.3,80899.6,43381,97079.5,51963.5,321.8,294,380.2,66445.9,715.6,630.4,321.8,294,380.2,45134.6,487663.4
2022-03-21,16446.9,14593.8,14354.6,3254.7,33425.6,29446.2,15790,35335.5,18913.9,117.1,107,138.4,24185.3,260.5,229.4,117.1,107,138.4,16428.3,177502.1
2022-03-22,13456.5,11940.4,11744.6,2662.9,27348.2,24092.4,12919.1,28910.9,15475,95.8,87.6,113.2,19788,213.1,187.7,95.8,87.6,113.2,13441.3,145229
2022-03-23,33674.4,80153.6,32092.5,19030.7,92783.3,53978.3,35301.8,64774,38725.6,239.8,587.7,309.4,141415.6,723,420.6,239.8,587.7,309.4,69858.3,648280.9
2022-03-24,39671.1,94427.1,37807.5,22419.6,109305.9,63590.6,41588.2,76308.8,45621.8,282.5,692.4,364.5,166598.5,851.8,495.5,282.5,692.4,364.5,82298.5,763725.3
2022-03-25,21323.7,50755.6,20321.9,12050.8,58753.1,34180.7,22354.1,41016.8,24522.2,151.9,372.2,195.9,89548.5,457.9,266.3,151.9,372.2,195.9,44236.4,410510.7
2022-03-26,119.7,284.8,114,67.6,329.7,191.8,125.4,230.2,137.6,0.9,2.1,1.1,502.5,2.6,1.5,0.9,2.1,1.1,248.2,2303.7
2022-03-27,18825.3,44809,17941,10638.9,51869.5,30176,19735.1,36211.2,21649.1,134.1,328.6,173,79056.8,404.2,235.1,134.1,328.6,173,39053.5,362414.4
2022-03-28,39580.6,94211.6,37721.2,22368.4,109056.4,63445.5,41493.3,76134.6,45517.6,281.9,690.8,363.7,166218.2,849.9,494.4,281.9,690.8,363.7,82110.7,761982.1
2022-03-29,32384.1,77082.2,30862.8,18301.5,89228,51909.9,33949,62291.9,37241.7,230.6,565.2,297.6,135996.7,695.3,404.5,230.6,565.2,297.6,67181.5,623439.9
2022-03-30,45708.2,61215.8,51898.5,54899,280425,116429.5,57088.4,139715.4,52564.5,325.5,448.9,500.4,408,2185.3,907.2,325.5,448.9,500.4,19228.9,1504031.5
2022-03-31,2506.5,3356.9,2845.9,3010.5,15377.5,6384.6,3130.5,7661.5,2882.5,17.9,24.6,27.4,22.4,119.8,49.7,17.9,24.6,27.4,1054.4,82475.8
2022-04-01,15463.3,20709.6,17557.5,18572.6,94869.2,39388.7,19313.3,47266.4,17782.8,110.1,151.9,169.3,138,739.3,306.9,110.1,151.9,169.3,6505.2,508821.6
2022-04-02,9046,12115.1,10271.2,10865,55498.5,23042.4,11298.3,27650.9,10403,64.4,88.8,99,80.7,432.5,179.5,64.4,88.8,99,3805.6,297660.5
2022-04-03,39309.7,52646.5,44633.5,47213.9,241169.5,100131.1,49096.8,120157.3,45206.2,280,386,430.3,350.8,1879.4,780.2,280,386,430.3,16537.1,1293488.7
2022-04-04,7195.4,9636.6,8169.8,8642.2,44144.3,18328.3,8986.8,21993.9,8274.7,51.2,70.7,78.8,64.2,344,142.8,51.2,70.7,78.8,3027,236763.8
2022-04-05,5887.1,7884.5,6684.4,7070.9,36118.1,14995.9,7352.9,17995,6770.2,41.9,57.8,64.4,52.5,281.5,116.8,41.9,57.8,64.4,2476.6,193715.8
2022-04-06,20410.2,12197.9,24916.3,8376.6,67964.6,45823.4,27408,54988.1,23471.8,145.4,89.4,240.2,62245.6,529.6,357.1,145.4,89.4,240.2,-16832.4,455763.5
2022-04-07,16124.3,9636.5,19684.2,6617.6,53692.9,36201.1,21652.6,43441.3,18543,114.8,70.7,189.8,49174.8,418.4,282.1,114.8,70.7,189.8,-13297.8,360058.9
2022-04-08,17530.3,10476.7,21400.6,7194.6,58374.5,39357.6,23540.6,47229.1,20159.8,124.9,76.8,206.3,53462.5,454.9,306.7,124.9,76.8,206.3,-14457.3,391453.6
2022-04-09,53623.7,32047.5,65462.6,22007.7,178563,120391.6,72008.8,144470,61667.2,381.9,235,631.1,163537.6,1391.5,938.1,381.9,235,631.1,-44223.7,1197425.4
2022-04-10,25724.8,15374.1,31404.3,10557.7,85661.9,57755.4,34544.7,69306.5,29583.6,183.2,112.7,302.8,78453.7,667.5,450,183.2,112.7,302.8,-21215.4,574439.9
2022-04-11,22104.7,13210.6,26984.9,9072,73606.9,49627.6,29683.3,59553.1,25420.4,157.4,96.9,260.2,67413.1,573.6,386.7,157.4,96.9,260.2,-18229.8,493600.4
2022-04-12,18085.6,10808.6,22078.5,7422.5,60223.8,40604.4,24286.4,48725.3,20798.5,128.8,79.3,212.9,55156.2,469.3,316.4,128.8,79.3,212.9,-14915.3,403854.9
2022-04-13,8950.4,40295.1,20859,2138.2,73532.8,51683,22944.9,62019.6,10293,63747,295.5,201.1,158886.2,573,402.7,63747,295.5,201.1,-12494.1,960387.8
2022-04-14,6012.7,27069.2,14012.5,1436.4,49397.3,34719.3,15413.8,41663.1,6914.6,42823.6,198.5,135.1,106735.5,384.9,270.5,42823.6,198.5,135.1,-8393.2,645162.8
2022-04-15,3724.4,16767.3,8679.7,889.7,30597.9,21506,9547.7,25807.2,4283,26526,123,83.7,66114.6,238.4,167.6,26526,123,83.7,-5198.9,399629.5
2022-04-16,10199.8,45919.7,23770.6,2436.6,83796.8,58897.2,26147.7,70676.7,11729.7,72645.2,336.7,229.2,181064.3,653,458.9,72645.2,336.7,229.2,-14238.1,1094443.4
2022-04-17,4400.7,19812.2,10255.9,1051.3,36154.4,25411.4,11281.5,30493.6,5060.8,31343,145.3,98.9,78120.7,281.7,198,31343,145.3,98.9,-6143.1,472200.7
2022-04-18,4134.3,18612.9,9635.1,987.7,33965.9,23873.2,10598.6,28647.8,4754.5,29445.7,136.5,92.9,73392,264.7,186,29445.7,136.5,92.9,-5771.2,443617.9
2022-04-19,3382.6,15228.8,7883.3,808.1,27790.3,19532.6,8671.6,23439.1,3890,24092,111.7,76,60048,216.6,152.2,24092,111.7,76,-4721.9,362960.1
2022-04-20,16309.8,57557,44167.9,0,96262.5,43377.8,48584.7,52053.4,18756.2,116162,422,425.8,0,750.2,338,116162,422,425.8,-19421.9,905403
2022-04-21,4669.8,16479.8,12646.2,0,27562.1,12420,13910.8,14904,5370.3,33259.7,120.8,121.9,0,214.8,96.8,33259.7,120.8,121.9,-5560.9,259236.6
2022-04-22,29787.8,105120.7,80667.1,0,175811.4,79224.1,88733.8,95068.9,34255.9,212155.5,770.8,777.7,0,1370.1,617.3,212155.5,770.8,777.7,-35471.7,1653605.4
2022-04-23,22890.1,80779,61987.9,0,135100.7,60879,68186.7,73054.9,26323.6,163028.9,592.3,597.6,0,1052.8,474.4,163028.9,592.3,597.6,-27257.9,1270697.9
2022-04-24,3150.2,11117,8530.9,0,18592.9,8378.3,9384,10054,3622.7,22436.5,81.5,82.2,0,144.9,65.3,22436.5,81.5,82.2,-3751.3,174876.9
2022-04-25,1259.1,4443.4,3409.8,0,7431.5,3348.8,3750.7,4018.5,1448,8967.7,32.6,32.9,0,57.9,26.1,8967.7,32.6,32.9,-1499.4,69897.3
2022-04-26,1030.2,3635.5,2789.8,0,6080.3,2739.9,3068.8,3287.9,1184.7,7337.2,26.7,26.9,0,47.4,21.3,7337.2,26.7,26.9,-1226.8,57188.7
2022-04-27,4540.9,8717,1094.9,1224.8,15443.8,9265.8,1204.4,11118.9,5222,32.3,63.9,10.6,9101.7,120.4,72.2,32.3,63.9,10.6,12523.5,89431.4
2022-04-28,55931.5,107370.5,13486.7,15086.8,190227.7,114129.8,14835.4,136955.8,64321.2,398.4,787.3,130,112108.7,1482.4,889.3,398.4,787.3,130,154256.9,1101559.9
2022-04-29,35859.6,68839,8646.8,9672.7,121961.6,73172.6,9511.5,87807.2,41238.6,255.4,504.8,83.4,71876.8,950.4,570.2,255.4,504.8,83.4,98899.5,706248.8
2022-04-30,5755.3,11048.4,1387.8,1552.4,19574.3,11743.9,1526.6,14092.7,6618.6,41,81,13.4,11535.9,152.5,91.5,41,81,13.4,15872.9,113349.8
2022-05-01,59291.5,113820.8,14296.9,15993.1,201655.5,120986.1,15726.6,145183.4,68185.2,422.3,834.6,137.8,118843.5,1571.5,942.7,422.3,834.6,137.8,163523.8,1167735.6
2022-05-02,22658.7,43497.5,5463.7,6111.9,77064.3,46235.8,6010,55483,26057.5,161.4,319,52.7,45417,600.5,360.3,161.4,319,52.7,62491.9,446259.4
2022-05-03,18539,35588.9,4470.3,5000.6,63052.6,37829.3,4917.3,45395.2,21319.8,132,261,43.1,37159.4,491.4,294.8,132,261,43.1,51129.7,365121.4
2022-05-04,18896.5,5979.5,20657.1,5510,73747.2,28560.8,22722.8,34273,21731,134.6,43846.2,199.2,40944.4,574.7,222.5,134.6,43846.2,199.2,16419,314532
2022-05-05,22904.1,7247.7,25038.1,6678.6,89387.5,34618.1,27541.9,41541.7,26339.7,163.1,53145.2,241.4,49627.9,696.6,269.7,163.1,53145.2,241.4,19901.2,381238.4
2022-05-06,101277.6,32047.8,110713.5,29531.3,395254.3,153074.2,121784.9,183689.1,116469.2,721.3,234997.7,1067.4,219445,3080.2,1192.7,721.3,234997.7,1067.4,87999.3,1685761.5
2022-05-07,8418.8,2664,9203.2,2454.8,32856,12724.5,10123.5,15269.4,9681.7,60,19534.5,88.7,18241.7,256,99.1,60,19534.5,88.7,7315.1,140131.1
2022-05-08,52813.9,16712.2,57734.6,15399.9,206116,79824.7,63508,95789.6,60736,376.2,122545.9,556.6,114435.5,1606.2,622,376.2,122545.9,556.6,45889.6,879085.7
2022-05-09,21250.7,6724.5,23230.6,6196.4,82934.8,32119,25553.7,38542.8,24438.3,151.4,49308.7,224,46045.3,646.3,250.3,151.4,49308.7,224,18464.6,353717.1
2022-05-10,17386.9,5501.8,19006.9,5069.8,67855.7,26279.2,20907.6,31535,19995,123.8,40343.5,183.2,37673.5,528.8,204.8,123.8,40343.5,183.2,15107.4,289404.9
2022-05-11,106257.7,102404.2,154793,40368,340663.2,118527,170272.3,142232.4,122196.4,756.8,750.9,1492.4,299971.2,2654.7,923.6,756.8,750.9,1492.4,103505.8,1767141.2
2022-05-12,43075.8,41513.6,62751.5,16364.8,138101.4,48049.6,69026.7,57659.6,49537.2,306.8,304.4,605,121605.3,1076.2,374.4,306.8,304.4,605,41960.2,716381.1
2022-05-13,17943.3,17292.6,26139.2,6816.8,57526.3,20015.1,28753.1,24018.1,20634.8,127.8,126.8,252,50654.8,448.3,156,127.8,126.8,252,17478.6,298409.3
2022-05-14,4005.7,3860.4,5835.3,1521.8,12842.2,4468.2,6418.9,5361.8,4606.5,28.5,28.3,56.3,11308.2,100.1,34.8,28.5,28.3,56.3,3901.9,66617.1
2022-05-15,62955.5,60672.4,91711.6,23917.2,201835.8,70224.7,100882.8,84269.7,72398.8,448.4,444.9,884.2,177726.7,1572.9,547.2,448.4,444.9,884.2,61325,1046994.2
2022-05-16,825.8,795.8,1203,313.7,2647.5,921.1,1323.3,1105.4,949.6,5.9,5.8,11.6,2331.2,20.6,7.2,5.9,5.8,11.6,804.4,13733.3
2022-05-17,675.6,651.1,984.3,256.7,2166.1,753.7,1082.7,904.4,777,4.8,4.8,9.5,1907.4,16.9,5.9,4.8,4.8,9.5,658.1,11236.4
2022-05-18,4120.3,13823.2,3627.7,192.5,19465.7,5235,3990.5,6282.1,4738.3,29345.8,101.4,34975.9,14301.1,151.7,40.8,29345.8,101.4,34975.9,-11047.7,221857.7
2022-05-19,4119.3,13819.8,3626.9,192.4,19461,5233.8,3989.5,6280.5,4737.2,29338.6,101.3,34967.4,14297.6,151.7,40.8,29338.6,101.3,34967.4,-11045,221803.5
2022-05-20,25173.4,84454.3,22164,1175.8,118927.9,31984,24380.5,38380.9,28949.4,179290.9,619.3,213688.7,87374.2,926.8,249.2,179290.9,619.3,213688.7,-67497.1,1355461.4
2022-05-21,22635.5,75939.8,19929.5,1057.3,106937.8,28759.5,21922.5,34511.4,26030.8,161215.2,556.8,192145.1,78565.3,833.3,224.1,161215.2,556.8,192145.1,-60692.2,1218806.7
2022-05-22,22048.5,73970.5,19412.7,1029.9,104164.6,28013.7,21354,33616.4,25355.7,157034.4,542.4,187162.2,76527.9,811.7,218.3,157034.4,542.4,187162.2,-59118.3,1187199.8
2022-05-23,1354,4542.5,1192.1,63.2,6396.7,1720.3,1311.3,2064.4,1557.1,9643.4,33.3,11493.6,4699.5,49.8,13.4,9643.4,33.3,11493.6,-3630.4,72905.5
2022-05-24,1107.8,3716.6,975.4,51.7,5233.7,1407.5,1072.9,1689,1274,7890.1,27.3,9403.8,3845.1,40.8,11,7890.1,27.3,9403.8,-2970.4,59649.9
2022-05-25,9957.2,42682.8,30759.1,4659.5,83893.8,53439.6,33835,64127.5,11450.8,70.9,313,296.6,34.6,653.8,416.4,70.9,313,296.6,32284.8,587273.3
2022-05-26,19024,81548.9,58767.6,8902.2,160285.6,102100.5,64644.3,122520.6,21877.6,135.5,598,566.6,66.2,1249.1,795.6,135.5,598,566.6,61682.6,1122030.9
2022-05-27,18597,79718.3,57448.4,8702.4,156687.7,99808.7,63193.3,119770.4,21386.5,132.5,584.6,553.9,64.7,1221,777.7,132.5,584.6,553.9,60298,1096844.9
2022-05-28,14538,62319.2,44909.9,6803,122489.5,78024.7,49400.9,93629.6,16718.7,103.5,457,433,50.6,954.5,608,103.5,457,433,47137.5,857450.6
2022-05-29,1267.4,5432.8,3915.1,593.1,10678.2,6801.9,4306.6,8162.3,1457.5,9,39.8,37.7,4.4,83.2,53,9,39.8,37.7,4109.3,74749.5
2022-05-30,2065.6,8854.4,6380.8,966.6,17403.4,11085.8,7018.9,13303,2375.4,14.7,64.9,61.5,7.2,135.6,86.4,14.7,64.9,61.5,6697.3,121827.2
2022-05-31,1690,7244.5,5220.7,790.8,14239.1,9070.2,5742.7,10884.2,1943.5,12,53.1,50.3,5.9,111,70.7,12,53.1,50.3,5479.6,99676.8
2022-06-01,38146,34225.8,35042.1,10057.3,118879.9,43452.8,38546.3,52143.4,43867.9,271.7,251,337.8,74734.7,926.4,338.6,271.7,251,337.8,-90178.7,565284.4
2022-06-02,67010.3,60123.8,61557.7,17667.4,208833.9,76332.7,67713.5,91599.3,77061.8,477.3,440.9,593.5,131284.9,1627.4,594.8,477.3,440.9,593.5,-158415.1,993024
2022-06-03,9901.8,8884.2,9096.1,2610.6,30858.4,11279.3,10005.7,13535.2,11387,70.5,65.1,87.7,19399.3,240.5,87.9,70.5,65.1,87.7,-23408.2,146734.2
2022-06-04,72973,65473.8,67035.3,19239.5,227416.5,83125,73738.8,99750,83919,519.7,480.1,646.3,142967,1772.2,647.7,519.7,480.1,646.3,-172511.2,1081385.5
2022-06-05,63032.5,56554.8,57903.6,16618.6,196437.3,71801.5,63693.9,86161.8,72487.3,448.9,414.7,558.3,123491.7,1530.8,559.5,448.9,414.7,558.3,-149011.4,934076.7
2022-06-06,20964.5,18810.1,19258.7,5527.3,65334.8,23881.1,21184.5,28657.3,24109.2,149.3,137.9,185.7,41073.2,509.1,186.1,149.3,137.9,185.7,-49561,310673
2022-06-07,17152.8,15390.1,15757.1,4522.4,53455.8,19539.1,17332.8,23446.9,19725.7,122.2,112.9,151.9,33605.4,416.6,152.2,122.2,112.9,151.9,-40549.9,254187
2022-06-08,35922.1,55505.6,30180,12410.9,123534.1,104226.9,33198,125072.3,41310.5,255.8,407,291,92.2,962.7,812.1,255.8,407,291,-31965.1,725132.8
