time,Display&DV360_impression,Google_Search_impression,Meta_Ads_impression,Newspaper_impression,OOH_impression,Radio_impression,TikTok_Ads_impression,TV_&_Offline_impression,YouTube_Ads_impression,Display&DV360_spend,Google_Search_spend,Meta_Ads_spend,Newspaper_spend,OOH_spend,Radio_spend,TikTok_Ads_spend,TV_&_Offline_spend,YouTube_Ads_spend,GQV,conversions
2022-08-30,54524860.0,47410108.0,41030770.0,44891840.0,135600450.0,72948824.0,45133844.8,87538588.8,62703589,388338.94,347645.2,395587.12,333587.88,1056712.8,568410.8,4351458375,682092975,4465897781,41128555,370611424
2022-09-06,9054696.0,21969688.0,23041884.0,1917959.0,50972970.0,25138364.0,25346072.4,30166036.8,10412900.4,64.489.688,161097.64,222152.14,14.252.208,397224.2,195875.9,2443673547,2350510876,7416314063,-19885592,439771328
2022-09-13,1814816.0,25894292.0,27651528.0,18743546.0,92301230.0,53547264.0,30416680.8,64256716.8,2087038.4,12.925.549,189875.67,266594.78,139281.88,719288.8,417235.53,2932542594,5006826376,1486438115,-25909412,409001632
2022-09-20,22373208.0,23410196.0,18885908.0,3487828.0,80569710.0,38182570.0,20774498.8,45819081.6,25729189.2,159347.28,171660.48,182083.42,25.917.785,627866.94,297515.2,2002917641,357018225,1832493735,61235876,380875520
2022-09-27,16159378.0,22217252.0,20598748.0,5042933.0,51189970.0,55997136.0,22658622.8,67196563.2,18583284.7,115090.91,162912.95,198597.28,37.473.656,398915.28,436324.75,2184570094,523589.7,1323545422,-78561144,413250080
2022-10-04,27541462.0,45423016.0,21169264.0,13171322.0,92841470.0,47475400.0,23286190.4,56970480,31672681.3,196156.8,333074.4,204097.78,97875.09,723498.75,369924.12,2245075594,443908.95,2255803164,-17960165,407499520
2022-10-11,33541636.0,55777276.0,45672050.0,19244224.0,103797064.0,73534210.0,50239252.8,88241049.6,38572881.4,238891.47,408999.34,440334.78,143002.38,808874.0,572972.06,4843682594,687566475,2747251891,29864506,404942688
2022-10-18,19630044.0,45041748.0,18427570.0,25170672.0,81045016.0,24276508.0,20270327,29131809.6,22574550.6,139809.81,330278.66,177664.47,187041.36,631570.9,189160.4,1954309157,2269924876,1607812844,536364,358461312
2022-10-25,16064437.0,27840688.0,22527540.0,3098017.0,64611910.0,53374876.0,24780294,64049851.2,18474102.55,114414.72,204148.06,217193.23,23021.13,503510.3,415892.3,2389125578,499070775,1315769266,-14967537,379113984
2022-11-01,8534959.0,40108380.0,11329542.0,1557755.0,67102944.0,17399562.0,12462496.2,20879474.4,9815202.85,60.787.996,294103.66,109230.74,11575.56,522922.56,135575.84,1201538164,1626910126,699061955,-3682958,373319392
2022-11-08,31115704.0,36169680.0,12953352.0,16068299.0,92884330.0,47120132.0,14248687.2,56544158.4,35783059.6,221613.4,265222.25,124.886.266,119402.31,723832.75,367155.9,1373748922,4405870876,2548554172,125128355,376140064
2022-11-15,44070264.0,37882140.0,35837816.0,14498986.0,105625120.0,34261504.0,39421597.6,41113804.8,50680803.6,313878.84,277779.25,345520.72,107740.87,823119.75,266962.62,3800727907,320355.15,3609606704,20289494,417934976
2022-11-22,59582200.0,62389096.0,51278244.0,38905390.0,138742320.0,77229384.0,56406068.4,92675260.8,68519530,424358.5,457481.97,494385.44,289103.03,1081196.8,601764.5,5438239813,722117.4,488012275,23857412,432121440
2022-11-29,27202128.0,32229242.0,12275771.0,11235071.0,77269390.0,36722016.0,13503348.1,44066419.2,31282447.2,193739.97,236328.11,118353.55,83486.96,602148.06,286134.7,1301889016,343361625,2228009641,-13145798,434410272
2022-12-06,12724523.0,36088930.0,15643566.0,12106333.0,55455784.0,49916360.0,17207922.6,59899632,14633201.45,90.627.055,264630.12,150823.23,89961.25,432158.06,388943.88,1659055578,466732.65,1042211129,15075059,358719360
2022-12-13,52494676.0,52320508.0,43026030.0,20268716.0,117828490.0,56090480.0,47328635.2,67308576,60368877.4,373879.47,383651.8,414823.94,150615.3,918218.6,437052.06,4563063313,524462475,4299613891,49870937,407049376
2022-12-20,19999740.0,34641420.0,19732192.0,3799826.0,77598850.0,23329872.0,21705411.2,27995846.4,22999701,142442.86,254015.95,190242.64,28.236.219,604715.5,181784.3,2092669047,2181411563,1638092883,-14291459,438124064
2022-12-27,26350388.0,56248748.0,10299801.0,6130184.0,68194200.0,48584080.0,11329781.1,58300896,30302946.2,187673.67,412456.5,99.302.766,45.552.934,531426.56,378562.88,1092330422,454275.45,2158247227,457149,425296896
2023-01-03,26436112.0,25396596.0,32624520.0,11558784.0,76474540.0,64746564.0,35886972,77695876.8,30401528.8,188284.23,186226.2,314540.56,85892.45,595953.94,504499.5,3459946188,605399.4,2165268696,23854709,386151936
2023-01-10,9234494.0,33980064.0,14832721.0,2984618.0,61818736.0,43199236.0,16315993.1,51839083.2,10619668.1,65770.25,249166.42,143005.7,22178.47,481743.53,336604.62,1573062734,403925.55,756357875,25687792,449264928
2023-01-17,9245797.0,20666884.0,7628012.0,7258959.0,73773890.0,46594196.0,8390813.2,55913035.2,10632666.55,65850.75,151544.55,73543.43,53.940.777,574908.2,363057.84,8089777266,4356694126,757283625,-76179,410576160
2023-01-24,27121520.0,39409036.0,24592220.0,4438114.0,48470420.0,11243728.0,27051442,13492473.6,31189748,193165.89,288975.53,237099.28,32979.29,377722.25,87610.14,2608092094,1051321688,2221407742,-938028,368908416
2023-01-31,3740856.0,16475194.0,16009993.0,1018124.0,43436730.0,12070807.0,17610992.3,14484968.4,4301984.4,26643.26,120808.04,154356.05,75.656.025,338495.5,94054.66,1697916516,1128655875,3063974874,-38061745,431871872
2023-02-07,21651024.0,22258248.0,33680190.0,2385981.0,75046340.0,32708044.0,37048211.2,39249652.8,24898677.6,154203.7,163213.56,324718.56,17.730.045,584824.1,254858.17,3571904188,3058298063,1773342586,12269044,389534400
2023-02-14,16769858.0,35514790.0,19908104.0,1085023.0,64612828.0,19970420.0,21898914.4,23964504,19285336.7,119438.89,260420.14,191938.66,80.627.236,503517.47,155607.75,2111325219,186729.3,1373547242,-9636438,408580352
2023-02-21,15534745.0,14774483.0,10109359.0,14163000.0,80625970.0,44450070.0,11120294.9,53340086.4,17864956.75,110.642.125,108337.19,97466.67,105244.18,628305.25,346351.03,1072133391,4156212376,1272384438,-4964258,406623808
2023-02-28,18230606.0,35898780.0,19876836.0,2167218.0,55617044.0,24991860.0,21864519.6,29990232,20965196.9,129842.68,263235.8,191637.17,16.104.434,433414.75,194734.36,2108008891,2336812313,1493190817,-12302068,472384256
2023-03-07,5668140.0,27731936.0,9877030.0,121809.0,16311717.0,21977440.0,10864733,26372928,6518361,40.369.832,203350.61,95.226.734,90.515.344,127114.61,171246.27,1047494078,2054955187,4642530683,-2679198,449794272
2023-03-14,24763486.0,22434736.0,18069004.0,9972069.0,43567910.0,37923284.0,19875904.4,45507940.8,28478008.9,176371.39,164507.7,174207.45,74101.69,339517.8,295494.88,1916281984,354593.85,2028270992,-26307417,432928832
2023-03-21,9359972.0,12201294.0,13873178.0,2561431.0,49623410.0,22929280.0,15260495.8,27515136,10763967.8,66663.93,89468.71,133754.52,19033.8,386707.3,178662.92,1471299672,2143955063,7666351914,-34835617,438585984
2023-03-28,22578908.0,7226893.0,5800478.0,48722.0,31421964.0,8143456.0,6380525.8,9772147.2,25965744.2,160812.31,52.992.805,55.923.754,3.620.495,244866.34,63453.09,615161293,7614370781,1849341594,17489319,467027360
2023-04-04,12125453.0,33667800.0,17049650.0,1275355.0,40836764.0,17900456.0,18754615,21480547.2,13944270.95,86360.34,246876.64,164379.62,9.477.066,318234.38,139478.77,1808175875,1673745187,9931439531,-100562315,428283040
2023-04-11,23476472.0,30106220.0,13497813.0,3208357.0,51064884.0,28069188.0,14847594.3,33683025.6,26997942.8,167204.98,220760.58,130135.54,23.841.059,397940.5,218712.62,143149093,262455.15,1922857321,0.058306098,398012032
2023-04-18,3139423.0,9416203.0,5291085.0,648435.0,31028204.0,5675478.0,5820193.5,6810573.6,3610336.45,22.359.713,69046.41,51.012.574,4.818.471,241797.83,44.222.824,5611383164,5306738906,2571366982,-41885395,365261760
2023-04-25,261414.0,13335110.0,11167308.0,1776485.0,46015356.0,23032252.0,12284038.8,27638702.4,300626.1,18.618.523,97782.67,107666.6,13.200.926,358590.3,179465.27,1184332618,2153583187,2141130139,-1865579,430634144
2023-05-02,15987420.0,25702904.0,8677856.0,5142416.0,62677404.0,22571392.0,9545641.6,27085670.4,18385533,113866.18,188472.28,83665.22,38.212.906,488435.0,175874.3,9203174063,2110491563,1309461067,8687311,376971872
2023-05-09,10335173.0,14542085.0,16445506.0,4887745.0,59098970.0,38092760.0,18090056.6,45711312,11885448.95,73609.55,106.633.086,158554.94,36.320.465,460548.84,296815.4,1744104313,3561784876,8465097891,-23889946,364065728
2023-05-16,11757967.0,33793868.0,9156129.0,2538434.0,46114596.0,14945495.0,10071741.9,17934594,13521662.05,83.743.016,247801.08,88276.36,18862.91,359363.7,116453.98,9710399532,1397447719,9630446797,2447006,432132288
2023-05-23,9131506.0,12956277.0,24396034.0,6527305.0,37661684.0,36580364.0,26835637.4,43896436.8,10501231.9,65.036.742,95004.79,235207.81,48503.91,293491.5,285030.97,2587285938,3420371626,7479225352,-9784675,437757568
2023-05-30,13549054.0,16381479.0,18670744.0,8177225.0,79795870.0,37716636.0,20537818.4,45259963.2,15581412.1,96499.56,120120.85,180008.95,60764.34,621836.5,293884.7,1980098484,352661625,1109744969,11431623,385603808
2023-06-06,23067682.0,35110410.0,15490966.0,1135750.0,49240748.0,35038620.0,17040062.6,42046344,26527834.3,164293.48,257454.9,149351.98,8.439.673,383725.3,273017.84,1642871828,3276214126,1889375071,14894344,397800192
2023-06-13,38814880.0,53697236.0,22293780.0,9857613.0,59264190.0,38538184.0,24523158,46245820.8,44637112,276448.75,393746.97,214939.5,73251.18,461836.4,300286.12,236433.45,360343.35,3179160625,6754262,396950976
2023-06-20,14910698.0,32875168.0,29162608.0,8319448.0,56781096.0,49135530.0,32078868.8,58962633.6,17147302.7,106.197.516,241064.52,281163.47,61.821.188,442486.03,382859.72,3092798157,4594316626,1221271429,1686718,397607072
2023-06-27,15563889.0,45217340.0,25745696.0,721718.0,46559564.0,15461809.0,28320265.6,18554170.8,17898472.35,110.849.695,331566.22,248220.2,53.630.317,362831.25,120477.05,2730422234,1445724563,1274771496,41837837,425400896
2023-07-04,16361648.0,35735320.0,13759977.0,10868319.0,68899240.0,35447108.0,15135974.7,42536529.6,18815895.2,116531.52,262037.2,132663.12,80761.66,536920.75,276200.75,1459294375,331440.9,1340112519,47728104,392403392
2023-07-11,27566628.0,34409972.0,18146800.0,11383145.0,87569920.0,64681148.0,19961480,77617377.6,31701622.2,196336.03,252318.8,174957.52,84587.29,682418.44,503989.78,1924532672,6047877376,225786436,28690653,443204928
2023-07-18,15581458.0,29681168.0,18068032.0,13483464.0,53943070.0,41626860.0,19874835.2,49952232,17918676.7,110974.83,217643.78,174198.08,100194.6,420369.75,324352.8,1916178859,389223375,1276210523,12835042,403781312
2023-07-25,11704375.0,28459496.0,11392810.0,0.0,30401612.0,13904051.0,12532091,16684861.2,13460031.25,83361.32,208685.61,109840.72,0.0,236914.9,108339.13,1208247907,1300069594,9586551836,-3284193,447967552
2023-08-01,31720460.0,36186944.0,19675916.0,9721447.0,94848616.0,34209140.0,21643507.6,41050968,36478529,225920.61,265348.84,189700.05,72.239.336,739140.1,266554.6,2086700516,3198655126,2598087008,-74523063,377395072
2023-08-08,10268011.0,41009164.0,13535059.0,5764583.0,55230290.0,38852770.0,14888564.9,46623321.6,11808212.65,73131.2,300708.84,130494.63,42836.18,430400.8,302737.3,1435440961,363284775,841008836,25320196,422003616
2023-08-15,14043962.0,29382704.0,11252551.0,2386408.0,55813860.0,21187476.0,12377806.1,25424971.2,16150556.3,100.024.414,215455.23,108488.45,17.733.217,434948.5,165090.95,1193372984,1981091437,1150280762,42201242,409225440
2023-08-22,21475528.0,43411610.0,45672720.0,10555175.0,75944200.0,41437324.0,50239992,49724788.8,24696857.2,152953.78,318325.3,440341.25,78434.71,591821.06,322875.97,484375375,3874511626,1758968485,15328553,416738176
2023-08-29,31644980.0,47352720.0,26982632.0,20344132.0,82725360.0,65852470.0,29680895.2,79022966.4,36391727,225383.03,347224.4,260145.81,151175.7,644665.5,513116.62,2861603938,615739.95,259190486,28353956,399622848
2023-09-05,24129204.0,46539744.0,48703788.0,6542450.0,97603610.0,37026736.0,53574166.8,44432083.2,27748584.6,171853.89,341263.06,469564.5,48616.45,760609.4,288509.06,516520.95,346210875,1976319742,20905783,386490464
2023-09-12,22434632.0,24373540.0,13626816.0,20779086.0,88055864.0,39106990.0,14989497.6,46928390.4,25799826.8,159784.75,178724.42,131379.28,154407.81,686205.3,304718.22,1445172094,3656618626,1837524625,0.35257387,370105920
2023-09-19,24172802.0,20522118.0,22864920.0,20949488.0,72721840.0,51231770.0,25151412,61478121.6,27798722.3,172164.4,150483.02,220446.0,155674.06,566709.7,399193.4,242490.6,4790320876,1979890672,-9784926,335679136
2023-09-26,27460474.0,45262576.0,13205279.0,21637396.0,112089320.0,32113850.0,14525806.9,38536620,31579545.1,195579.98,331897.94,127315.16,160785.84,873494.2,250228.28,1400466719,3002739376,2249169821,30390652,380405856
2023-10-03,27273944.0,34972588.0,38263190.0,11452044.0,91997630.0,43116684.0,42089511.2,51740020.8,31365035.6,194251.47,256444.31,368904.28,85099.27,716922.9,335961.4,4057947094,4031536876,2233891891,18048717,412070848
2023-10-10,23299156.0,33638628.0,25524640.0,25563208.0,99622040.0,81841010.0,28077104,98209209.6,26794029.4,165942.1,246662.73,246088.97,189958.27,776338.7,637697.9,2706978657,765237.45,1908334079,9453812,379956128
2023-10-17,28026848.0,28824226.0,15423225.0,33069052.0,98576380.0,65612970.0,16965547.5,78735561.6,32230875.2,199613.84,211360.06,148698.88,245733.62,768190.06,511250.47,1635687625,6135005626,2295559204,13282597,447313408
2023-10-24,20803064.0,27083966.0,22671584.0,11326317.0,77074260.0,18821508.0,24938742.4,22585809.6,23923523.6,148164.34,198599.22,218582.0,84165.01,600627.4,146655.52,240440.2,1759866187,1703889954,14973526,409688000
2023-10-31,35310164.0,55171400.0,40091590.0,22661820.0,84490730.0,31077888.0,44100751.2,37293465.6,40606688.6,251487.34,404556.6,386532.3,168398.27,658422.8,242156.14,4251855438,2905873687,2892104454,2567217,426026016
2023-11-07,28817204.0,27668232.0,26028556.0,15278242.0,110519660.0,72360120.0,28631411.6,86832144,33139784.6,205242.94,202883.48,250947.33,113531.46,861262.1,563823.6,2760420609,676588.35,2360293781,-9599411,406850144
2023-11-14,37499890.0,47069350.0,21208830.0,15372995.0,105183940.0,56036730.0,23329713,67244073.6,43124871.2,267083.06,345146.53,204479.23,114235.56,819681.6,436633.22,2249271578,5239598626,3071455219,18561913,404766656
2023-11-21,29707180.0,60260210.0,26563492.0,15178092.0,112404350.0,51364480.0,29219841.2,61637376,34163257,211581.56,441871.4,256104.8,112787.26,875949.2,400227.5,2817152766,480273,2433187969,29734653,406320128
2023-11-28,14356168.0,20543024.0,24923796.0,3438865.0,94203900.0,59201390.0,27416175.6,71041670.4,16509593.2,102248.02,150636.3,240296.1,25.553.947,734116.0,461292.0,2643257032,553550.4,1175852269,-36533005,416067456
2023-12-05,11644131.0,36879080.0,29766376.0,12904017.0,88915610.0,31038640.0,32743013.6,37246368,13390750.65,82932.25,270424.1,286984.53,95888.77,692905.2,241850.34,3156829844,2902204126,953720875,-44195733,427729152
2023-12-12,26476820.0,23706204.0,27122232.0,6164537.0,55153588.0,36466476.0,29834455.2,43759771.2,30448343,188574.17,173831.03,261491.72,45808.21,429803.1,284143.56,2876408907,340972275,2168602977,18238266,403767872
2023-12-19,1606820.0,19914086.0,21540446.0,12790487.0,63876350.0,19677440.0,23694490.6,23612928,1847843,11.444.151,146024.47,207676.44,95045.14,497778.22,153324.88,2284440813,183989.85,1316077408,-12718323,394994016
2023-12-26,16836772.0,31212468.0,23750856.0,13449873.0,50203892.0,35984060.0,26125941.6,43180872,19362287.8,119915.47,228872.38,228987.52,99944.99,391230.9,280384.62,2518862672,336461.55,1379027891,5355007,397143648
2024-01-02,21528778.0,44125556.0,26428024.0,17161676.0,73894330.0,48142210.0,29070826.4,57770649.6,24758094.7,153333.05,323560.5,254798.7,127527.11,575846.7,375119.84,2802785734,4501438126,1763330039,2638698,363190592
2024-01-09,31974168.0,28790482.0,28130944.0,14435385.0,83618340.0,40788796.0,30944038.4,48946555.2,36770293.2,227727.58,211112.64,271216.94,107268.26,651624.4,317822.7,2983386313,381387225,2618867148,1660049,381769152
2024-01-16,10001521.0,12179852.0,13080545.0,419727.0,39164720.0,25147066.0,14388599.5,30176479.2,11501749.15,71.233.195,89.311.484,126112.56,31.189.595,305204.44,195943.72,1387238188,2351324626,8191817461,-18035666,447749888
2024-01-23,5634184.0,16641846.0,7261165.0,8850372.0,73857840.0,53414396.0,7987281.5,64097275.2,6479311.6,40127.99,122030.05,70006.57,65.766.445,575562.4,416200.25,7700722734,499440.3,4614718652,390638,337790144
2024-01-30,1518626.0,7036123.0,7474798.0,401464.0,37948680.0,20421004.0,8222277.8,24505204.8,1746419.9,10.816.014,51593.94,72066.26,29.832.485,295728.0,159118.67,7927288359,1909424063,1243841572,-7269691,449254880
2024-02-06,30496452.0,25073012.0,22793914.0,7268616.0,54162656.0,18449592.0,25073305.4,22139510.4,35070919.8,217202.94,183853.45,219761.4,54012.54,422080.94,143757.6,2417375469,1725091126,2497833781,-13003206,409951616
2024-02-13,9187952.0,59517840.0,26801770.0,3462390.0,31769636.0,31005336.0,29481947,37206403.2,10566144.8,65.438.766,436427.84,258402.06,25728.76,247575.7,241590.83,2842422688,2899089937,7525458047,8412398,417502112
2024-02-20,18380060.0,38594130.0,23750392.0,12450058.0,73745030.0,33048508.0,26125431.2,39658209.6,21137069,130907.13,283000.06,228983.03,92515.44,574683.25,257511.05,2518813344,3090132563,1505432027,10658422,398553984
2024-02-27,10672435.0,26274732.0,14373296.0,3891271.0,41990080.0,28038312.0,15810625.6,33645974.4,12273300.25,76011.6,192665.33,138576.28,28915.74,327221.97,218472.05,1524339094,2621664563,8741334179,17074314,448971776
2024-03-05,5688744.0,26099412.0,2491145.0,150160.0,35745776.0,26323608.0,2740259.5,31588329.6,6542055.6,40516.58,191379.77,24.017.705,11.158.276,278561.12,205111.23,2641947559,2461334813,4659406485,-2690273,379206656
2024-03-12,3506138.0,25732760.0,14899380.0,680228.0,45675370.0,14404237.0,16389318,17285084.4,4032058.7,24.971.543,188691.2,143648.38,5.054.723,355940.88,112236.55,1580132125,1346838563,2871727442,-2122301,441291840
2024-03-19,5599522.0,15391454.0,5163194.0,41056.0,11996649.0,4094882.0,5679513.4,4913858.4,6439450.3,39.881.117,112.861.266,49779.55,30.508.405,93487.98,31.906.959,5475750586,3828835078,4586328477,-31768303,424908192
2024-03-26,4450925.0,14668711.0,11839981.0,1895029.0,67270390.0,31220424.0,13023979.1,37464508.8,5118563.75,31.700.541,107561.59,114152.0,14.081.817,524227.47,243266.78,125567.2,2919201376,3645562217,-20662968,397510784
2024-04-02,7803473.0,48090170.0,27785480.0,822143.0,66989610.0,26265844.0,30564028,31519012.8,8973993.95,55578.18,352631.88,267886.25,6.109.282,522039.3,204661.14,294674875,2455933687,6391490664,14802791,434068480
2024-04-09,22786410.0,42164830.0,22877512.0,3878281.0,62049776.0,22038380.0,25165263.2,26446056,26204371.5,162290.19,309183.06,220567.38,28.819.213,483544.03,171721.1,2426241125,2060653126,1866337156,27929352,383046400
2024-04-16,3562272.0,27255944.0,11678659.0,2033139.0,66199520.0,30614036.0,12846524.9,36736843.2,4096612.8,25.371.344,199860.3,112596.66,15.108.103,515882.28,238541.88,1238563219,286250.25,2917704531,11452892,390981280
2024-04-23,3908966.0,8882386.0,17718450.0,773960.0,26172280.0,19322778.0,19490295,23187333.6,4495310.9,27840.58,65.132.074,170827.69,57.512.383,203956.4,150561.38,1879104563,180673.65,3201666709,-41773697,428118464
2024-04-30,20126900.0,35027170.0,4797251.0,15687790.0,74574210.0,35095252.0,5276976.1,42114302.4,23145935,143348.55,256844.53,46.251.406,116574.78,581144.9,273459.12,5087654688,328150.95,1648508289,43540487,406888608
